DFW data by course for Spring 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlighted courses mean enrollment per term >= 20 and DFW rate >= 20% (red) or between 15% and 20% (yellow).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DFW Rate,,,,,,,,,,,,,,,,"DFW equity gap (in percentage points)
compared to Female, Not Pell, White, Non-URM, and Not first generation, respectively.
Positive equity gap means the given group has a higher DFW rate than the comparison group",,,,,,,,,,Each group's percent of total course enrollment,,,,,,,,,,,,,
SP,Military Science,MILS,MILS 25,Leader Assess+Couns Skill,Lower,1,6,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,,0.0,0.0,83.3%,16.7%,66.7%,,16.7%,33.3%,,,,50.0%,66.7%,33.3%,50.0%,
SP,Military Science,MILS,MILS 135,Military Operations,Upper,2,10,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,30.0%,70.0%,30.0%,,20.0%,20.0%,,,10.0%,50.0%,80.0%,20.0%,30.0%,
SP,Military Science,MILS,MILS 145,Military Leadership+Ethic,Upper,2,9,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,,0.0,0.0,33.3%,66.7%,44.4%,,22.2%,44.4%,,,,33.3%,55.6%,44.4%,22.2%,
SSIS,Anthropology,ANTH,ANTH 158,Human Skeletal Analysis,Upper,4,9,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0,0.0,,0.0,,,,0.0,0.0,100.0%,,55.6%,11.1%,,22.2%,,,,55.6%,66.7%,33.3%,22.2%,
SSIS,Anthropology,ANTH,ANTH 162,Language & Culture,Upper,3,33,21.2%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,,0.0,0.0,81.8%,18.2%,51.5%,,6.1%,45.5%,,,,39.4%,54.5%,45.5%,42.4%,
SSIS,Anthropology,ANTH,ANTH 165,Applied Anthropology,Upper,3,8,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,,0.0,0.0,75.0%,25.0%,75.0%,,12.5%,62.5%,,,,12.5%,37.5%,62.5%,50.0%,
SSIS,Anthropology,ANTH,ANTH 188,Anthropology of the Body,Upper,3,28,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,82.1%,17.9%,60.7%,10.7%,,50.0%,,,10.7%,21.4%,39.3%,60.7%,46.4%,
SSIS,Anthropology,ANTH,ANTH 199,Special Problems,Upper,2.9,4,,0.0%,0.0%,0.0%,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,0.0,,,,,,,,,,50.0%,50.0%,,,,,,,,75.0%,100.0%,,,
SSIS,Economics,ECON,ECON 195,Economic Internship,Upper,2.2,1,,0.0%,,0.0%,,0.0%,,,0.0%,,,,,,0.0%,,0.0%,,,,,,,,,,,,100.0%,100.0%,,,100.0%,,,,,,100.0%,,
SSIS,Ethnic Studies,ETHN,ETHN 136,U.S. Mexican Brdr Relatns,Upper,3,42,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,71.4%,28.6%,64.3%,2.4%,2.4%,76.2%,2.4%,,,4.8%,19.0%,81.0%,71.4%,
SSIS,Ethnic Studies,ETHN,ETHN 173,Black Family In U S,Upper,3,19,5.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,57.9%,42.1%,47.4%,47.4%,,31.6%,,,10.5%,5.3%,21.1%,78.9%,31.6%,
SSIS,Family and Consumer Sciences,FACS,FACS 195A,Field Study:Fam+Consm Sci,Upper,1.1,2,,0.0%,0.0%,0.0%,0.0%,,0.0%,,,,,,,0.0%,0.0%,,0.0%,0.0,,,,,,,,0.0,,50.0%,50.0%,,50.0%,,,,,,,50.0%,50.0%,,
SSIS,Family and Consumer Sciences,FACS,FACS 199,Special Problems,Upper,1,10,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,90.0%,10.0%,50.0%,,40.0%,,,10.0%,20.0%,30.0%,90.0%,10.0%,20.0%,
SSIS,Family and Consumer Sciences,FASH,FASH 139,Text+Apparl Globl Economy,Upper,3,19,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,73.7%,26.3%,42.1%,10.5%,21.1%,36.8%,,,15.8%,10.5%,52.6%,47.4%,21.1%,
SSIS,Family and Consumer Sciences,FASH,FASH 146,Fashion Entrepreneurship,Upper,3,20,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,85.0%,15.0%,55.0%,10.0%,20.0%,35.0%,,,,15.0%,55.0%,45.0%,50.0%,
SSIS,Family and Consumer Sciences,FSHD,FSHD 162,Family Support Services,Upper,3,23,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,95.7%,4.3%,78.3%,4.3%,13.0%,43.5%,,,8.7%,21.7%,52.2%,47.8%,52.2%,
SSIS,Family and Consumer Sciences,FSHD,FSHD 195F,Practicum: Family Life Ed,Upper,2.9,1,,0.0%,0.0%,,,0.0%,,,0.0%,,,,,,0.0%,0.0%,,,,,,,,,,,,100.0%,,100.0%,,,100.0%,,,,,,100.0%,100.0%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 11,Principles Food Preparatn,Lower,3,24,4.2%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,70.8%,29.2%,62.5%,,33.3%,20.8%,,4.2%,4.2%,20.8%,75.0%,25.0%,45.8%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 114,Cultural+Soc Aspects Food,Upper,3,58,3.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,70.7%,29.3%,50.0%,6.9%,22.4%,25.9%,,1.7%,8.6%,22.4%,65.5%,34.5%,27.6%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 115,Nutri:Preconception-childhood,Upper,3,35,5.7%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,68.6%,31.4%,48.6%,,34.3%,28.6%,,,5.7%,22.9%,71.4%,28.6%,34.3%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 116,Food Service Management,Upper,3,38,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,81.6%,18.4%,28.9%,5.3%,7.9%,26.3%,,,2.6%,47.4%,68.4%,31.6%,42.1%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 117,Community Nutrition,Upper,3,25,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,88.0%,12.0%,52.0%,4.0%,12.0%,36.0%,,,,48.0%,60.0%,40.0%,28.0%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 118B,Medical Nutr Therapy II,Upper,3,34,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,79.4%,20.6%,44.1%,8.8%,11.8%,26.5%,,,,44.1%,64.7%,35.3%,23.5%,
SSIS,Family and Consumer Sciences,NUFD,NUFD 168,Senior Seminar,Upper,3,37,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,78.4%,21.6%,54.1%,5.4%,16.2%,35.1%,,,2.7%,21.6%,59.5%,40.5%,43.2%,
SSIS,Gerontology,GERO,GERO 124/PSYC 151,Perspectives on Death & Dying,Upper,3,27,3.7%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,74.1%,25.9%,48.1%,,22.2%,44.4%,,,11.1%,22.2%,55.6%,44.4%,29.6%,
SSIS,Gerontology,GERO,GERO 130,Gerontology Practicum,Upper,3,6,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,83.3%,16.7%,50.0%,,33.3%,33.3%,,,16.7%,16.7%,66.7%,33.3%,16.7%,
SSIS,Political Science,POLS,POLS 138,U.N. Simulation,Upper,3,11,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,63.6%,36.4%,54.5%,9.1%,9.1%,45.5%,,,,27.3%,45.5%,54.5%,18.2%,
SSIS,Political Science,POLS,POLS 195B,Internship-Sacramento Sem,Upper,6,34,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,70.6%,29.4%,14.7%,2.9%,,29.4%,,,5.9%,20.6%,67.6%,32.4%,20.6%,
SSIS,Political Science,POLS,POLS 199,Independent Studies,Upper,2.9,10,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,70.0%,30.0%,60.0%,10.0%,10.0%,40.0%,,,,30.0%,50.0%,50.0%,30.0%,
SSIS,Psychology,PSYC,PSYC 106,Motivation,Upper,3,85,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8%,28.2%,55.3%,3.5%,16.5%,38.8%,1.2%,2.4%,5.9%,23.5%,54.1%,45.9%,35.3%,
SSIS,Psychology,PSYC,PSYC 108,Organizational Psychology,Upper,3,122,1.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,81.1%,18.9%,54.1%,3.3%,18.9%,39.3%,,0.8%,5.7%,25.4%,56.6%,43.4%,41.8%,
SSIS,Psychology,PSYC,PSYC 194,Cooperative Research,Upper,3,19,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,68.4%,31.6%,31.6%,10.5%,5.3%,15.8%,,,10.5%,36.8%,73.7%,26.3%,21.1%,
SSIS,Psychology,PSYC,PSYC 195G,Field Work,Upper,3,2,,0.0%,,0.0%,0.0%,0.0%,,0.0%,,,,0.0%,,0.0%,,,0.0%,,0.0,,,,,,,,,,100.0%,50.0%,,50.0%,,,,50.0%,,100.0%,,,
SSIS,Psychology,PSYC,PSYC 197A,Advanced Research I,Upper,3,16,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,81.3%,18.8%,31.3%,,,31.3%,,,6.3%,56.3%,68.8%,31.3%,31.3%,
SSIS,Psychology,PSYC,PSYC 197B,Advanced Research II,Upper,3,1,0.0%,0.0%,0.0%,,0.0%,,0.0%,,,,,,,,0.0%,0.0%,,,,,,,,,,,,100.0%,,,100.0%,,,,,,,,100.0%,100.0%,
SSIS,Psychology,PSYC,PSYC 198A,Prospects Mentee,Upper,1,32,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,87.5%,12.5%,59.4%,6.3%,15.6%,18.8%,,,,46.9%,75.0%,25.0%,31.3%,
SSIS,Psychology,PSYC,PSYC 198B,Prospects Mentor,Upper,3,16,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,87.5%,12.5%,56.3%,6.3%,,56.3%,,,6.3%,25.0%,37.5%,62.5%,50.0%,
SSIS,Psychology,PSYC,PSYC 199,Special Problems,Upper,2,8,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,87.5%,12.5%,37.5%,,12.5%,12.5%,,,12.5%,50.0%,87.5%,12.5%,12.5%,
SSIS,Social Sciences and Interdisciplinary Studies,ID,ID 195,Field Experience,Upper,1,4,,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,,,,,0.0%,0.0%,0.0%,0.0%,0.0,,,,,,,,0.0,0.0,75.0%,25.0%,100.0%,50.0%,25.0%,25.0%,,,,,25.0%,75.0%,50.0%,
SSIS,Social Sciences and Interdisciplinary Studies,ID,ID 197,Train+Ldrshp Orientn Ldrs,Upper,3,24,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,66.7%,33.3%,54.2%,8.3%,8.3%,41.7%,,,8.3%,20.8%,50.0%,50.0%,29.2%,
SSIS,Social Sciences and Interdisciplinary Studies,ID,ID 199,Special Problems,Upper,1,1,,0.0%,0.0%,,0.0%,,,,0.0%,,,,,,0.0%,,0.0%,,,,,,,,,,,100.0%,,,,,100.0%,,,,,,100.0%,,
SSIS,Social Sciences and Interdisciplinary Studies,SSCI,SSCI 193,Integrating SSCi-History,Upper,3,16,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,75.0%,25.0%,50.0%,6.3%,6.3%,18.8%,,,12.5%,50.0%,75.0%,25.0%,12.5%,
SSIS,Sociology,SOC,SOC 133,Sport Global Perspective,Upper,3,29,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,48.3%,51.7%,55.2%,6.9%,13.8%,55.2%,,,6.9%,13.8%,37.9%,62.1%,31.0%,
COB,Strategy and Entrepreneurship,GM,GM 105,Strategic Management,Upper,3,444,0.2%,0.7%,0.5%,0.9%,1.3%,0.0%,5.6%,0.0%,0.0%,0.0%,0.0%,0.0%,1.6%,0.6%,0.8%,0.7%,0.7%,0.4,-1.3,4.0,-1.6,-1.6,-1.6,-1.6,-1.6,0.1,-0.1,47.1%,52.9%,48.0%,4.1%,28.8%,24.3%,0.2%,0.7%,5.2%,28.8%,70.7%,29.3%,33.6%,
ECS,Computer Science,CSC,CSC 192,Career Planning,Upper,1,144,2.8%,0.7%,0.0%,0.8%,1.3%,0.0%,0.0%,0.0%,3.7%,0.0%,,0.0%,0.0%,0.0%,3.0%,2.5%,0.0%,0.8,-1.3,0.0,0.0,3.7,0.0,,0.0,3.0,2.5,12.5%,87.5%,44.4%,3.5%,22.9%,18.8%,0.7%,,6.9%,34.0%,77.1%,22.9%,27.8%,
ED,Undergraduate Studies in Education,CHAD,CHAD 145,Controversial Issues,Upper,3,125,0.8%,0.8%,0.0%,3.1%,0.0%,1.6%,0.0%,0.0%,2.1%,,0.0%,0.0%,0.0%,0.0%,1.8%,0.0%,1.3%,3.1,1.6,0.0,0.0,2.1,,0.0,0.0,1.8,-1.3,74.4%,25.6%,50.4%,6.4%,20.8%,38.4%,,0.8%,8.8%,20.0%,54.4%,45.6%,35.2%,
HHS,Communication Sciences and Disorders,CSAD,CSAD 127,Intro Med Speech Pathology,Upper,3,118,0.0%,0.8%,0.9%,0.0%,0.0%,2.1%,0.0%,5.0%,0.0%,,0.0%,0.0%,0.0%,1.4%,0.0%,3.0%,0.0%,-0.9,2.1,0.0,5.0,0.0,,0.0,0.0,-1.4,3.0,94.1%,5.9%,40.7%,3.4%,16.9%,34.7%,,0.8%,6.8%,33.1%,61.0%,39.0%,28.0%,
COB,Info Sys and Biz Analytics,MIS,MIS 101,Computer Info System Mgmt,Upper,3,441,1.8%,0.9%,1.0%,0.8%,0.5%,1.3%,0.0%,0.8%,0.7%,100.0%,0.0%,0.0%,0.0%,0.7%,1.3%,1.2%,0.4%,-0.2,0.9,0.0,0.8,0.7,100.0,0.0,0.0,0.6,0.8,43.3%,56.5%,51.0%,3.6%,28.1%,30.4%,0.2%,1.4%,5.4%,21.1%,64.4%,35.6%,36.7%,
ALS,Music,MUSC,MUSC 129,Amer Society+Its Music,Upper,3,101,2.0%,1.0%,0.0%,2.0%,1.8%,0.0%,0.0%,0.0%,3.8%,,,0.0%,0.0%,0.0%,2.9%,0.0%,1.8%,2.0,-1.8,0.0,0.0,3.8,,,0.0,2.9,-1.8,51.5%,48.5%,43.6%,7.9%,27.7%,25.7%,,,5.9%,24.8%,66.3%,33.7%,40.6%,
COB,Marketing Supply Chain MGM,MKTG,MKTG 123,Public Relatn+Ethics Bus,Upper,3,101,0.0%,1.0%,1.4%,0.0%,1.5%,0.0%,0.0%,5.6%,0.0%,0.0%,,0.0%,0.0%,1.7%,0.0%,0.0%,1.5%,-1.4,-1.5,0.0,5.6,0.0,0.0,,0.0,-1.7,-1.5,69.3%,30.7%,34.7%,5.0%,17.8%,35.6%,1.0%,,5.0%,27.7%,58.4%,41.6%,29.7%,
HHS,Social Work,SWRK,SWRK 195B,Field Instr+Intgrtn Sem,Upper,6,175,0.0%,1.1%,0.7%,4.3%,1.4%,1.0%,0.0%,5.0%,0.0%,,0.0%,0.0%,0.0%,2.9%,0.0%,1.0%,1.4%,3.7,-0.4,0.0,5.0,0.0,,0.0,0.0,-2.9,-0.4,86.9%,13.1%,58.3%,6.9%,11.4%,53.1%,,1.1%,2.9%,14.9%,38.9%,61.1%,56.0%,
ECS,Civil Engineering,CE,CE 191,Senior Project,Upper,3,83,0.0%,1.2%,0.0%,1.7%,2.0%,0.0%,0.0%,4.8%,0.0%,,,0.0%,0.0%,1.7%,0.0%,0.0%,2.0%,1.7,-2.0,0.0,4.8,0.0,,,0.0,-1.7,-2.0,28.9%,69.9%,39.8%,2.4%,25.3%,27.7%,,,2.4%,33.7%,69.9%,30.1%,38.6%,
ECS,Mechanical Engineering,ME,ME 108,Professional Topics Mech Engin,Upper,2,82,1.2%,1.2%,0.0%,1.4%,0.0%,2.2%,0.0%,4.8%,0.0%,,0.0%,0.0%,0.0%,1.8%,0.0%,4.2%,0.0%,1.4,2.2,0.0,4.8,0.0,,0.0,0.0,-1.8,4.2,9.8%,90.2%,54.9%,2.4%,25.6%,28.0%,,1.2%,6.1%,29.3%,68.3%,31.7%,29.3%,
SSIS,Gerontology,GERO,GERO 100,Aging Issues In Contem Am,Upper,3,76,1.3%,1.3%,2.0%,0.0%,2.5%,0.0%,0.0%,0.0%,4.8%,,,0.0%,0.0%,0.0%,3.6%,3.8%,0.0%,-2.0,-2.5,0.0,0.0,4.8,,,0.0,3.6,3.8,67.1%,32.9%,47.4%,9.2%,39.5%,27.6%,,,2.6%,18.4%,63.2%,36.8%,34.2%,
ALS,English,ENGL,ENGL 198T,Senior Seminar In English,Upper,4,75,4.0%,1.3%,2.0%,0.0%,2.3%,0.0%,0.0%,0.0%,0.0%,,,0.0%,3.3%,1.9%,0.0%,0.0%,2.0%,-2.0,-2.3,-3.3,-3.3,-3.3,,,-3.3,-1.9,-2.0,66.7%,33.3%,42.7%,4.0%,18.7%,26.7%,,,6.7%,40.0%,69.3%,30.7%,34.7%,
HHS,Nursing,NURS,NURS 168,Brain/Gender-Related Diff,Upper,3,75,1.3%,1.3%,0.0%,7.7%,0.0%,2.5%,0.0%,0.0%,3.8%,,,0.0%,0.0%,0.0%,2.6%,0.0%,0.0%,7.7,2.5,0.0,0.0,3.8,,,0.0,2.6,0.0,81.3%,17.3%,53.3%,16.0%,22.7%,34.7%,,,6.7%,16.0%,49.3%,50.7%,40.0%,
ALS,English,ENGL,ENGL 198X,Senior Portfolio,Upper,2,72,1.4%,1.4%,2.0%,0.0%,2.4%,0.0%,0.0%,0.0%,0.0%,,,0.0%,3.4%,2.1%,0.0%,0.0%,2.0%,-2.0,-2.4,-3.4,-3.4,-3.4,,,-3.4,-2.1,-2.0,69.4%,30.6%,43.1%,8.3%,19.4%,25.0%,,,4.2%,40.3%,66.7%,33.3%,31.9%,
ECS,Mechanical Engineering,ME,ME 116,Machinery Design I,Upper,2,71,4.2%,1.4%,0.0%,1.6%,2.2%,0.0%,0.0%,0.0%,0.0%,,,0.0%,4.0%,1.9%,0.0%,0.0%,2.2%,1.6,-2.2,-4.0,-4.0,-4.0,,,-4.0,-1.9,-2.2,12.7%,87.3%,36.6%,1.4%,21.1%,25.4%,,,5.6%,35.2%,73.2%,26.8%,31.0%,
ECS,Civil Engineering,CE,CE 160L,Structural Laboratory,Upper,1,69,0.0%,1.4%,4.2%,0.0%,0.0%,2.6%,0.0%,8.3%,0.0%,,,,0.0%,2.0%,0.0%,4.5%,0.0%,-4.2,2.6,0.0,8.3,0.0,,,,-2.0,4.5,34.8%,65.2%,55.1%,2.9%,17.4%,24.6%,,,,43.5%,72.5%,27.5%,31.9%,
ECS,Civil Engineering,CE,CE 170L,Soil Mechanics Laboratory,Upper,1,69,4.3%,1.4%,0.0%,2.2%,2.9%,0.0%,0.0%,7.1%,0.0%,,,0.0%,0.0%,2.0%,0.0%,0.0%,2.3%,2.2,-2.9,0.0,7.1,0.0,,,0.0,-2.0,-2.3,33.3%,65.2%,49.3%,1.4%,20.3%,24.6%,,,4.3%,37.7%,73.9%,26.1%,33.3%,
ED,Graduate Profess Studies in Education,EDUC,EDUC 156,"Pwr, Privlg + Self Identity",Upper,3,66,0.0%,1.5%,1.7%,0.0%,0.0%,2.8%,20.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,2.8%,2.6%,0.0%,-1.7,2.8,20.0,0.0,0.0,,,0.0,2.8,2.6,89.4%,10.6%,54.5%,7.6%,9.1%,47.0%,,,1.5%,27.3%,45.5%,54.5%,59.1%,
HHS,Public Health,PUBH,PUBH 114,Human Ecology+Health,Upper,3,263,0.0%,1.5%,1.9%,0.0%,0.0%,3.0%,0.0%,0.0%,2.9%,,0.0%,0.0%,2.1%,0.7%,2.4%,2.3%,1.2%,-1.9,3.0,-2.1,-2.1,0.7,,-2.1,-2.1,1.7,1.2,79.1%,20.9%,50.6%,6.5%,26.2%,39.9%,,1.5%,3.4%,17.9%,52.1%,47.9%,32.7%,
HHS,Public Health,PUBH,PUBH 136,School Health Education,Upper,2,197,1.0%,1.5%,2.0%,0.0%,2.1%,1.0%,0.0%,3.1%,1.3%,,,0.0%,1.9%,1.8%,1.2%,0.0%,2.5%,-2.0,-1.2,-1.9,1.2,-0.6,,,-1.9,-0.6,-2.5,77.2%,22.8%,52.3%,3.6%,16.2%,39.6%,,,4.6%,26.4%,56.9%,43.1%,36.0%,
HHS,Public Health,PUBH,PUBH 151,Introduction U.S. Healthcare,Upper,3,196,,1.5%,1.9%,0.0%,2.1%,1.0%,0.0%,0.0%,3.1%,,0.0%,0.0%,3.1%,0.9%,2.2%,2.5%,0.9%,-1.9,-1.1,-3.1,-3.1,0.0,,-3.1,-3.1,1.3,1.6,82.7%,17.3%,51.5%,11.7%,24.0%,33.2%,,1.0%,8.2%,16.3%,54.1%,45.9%,40.3%,
ECS,Civil Engineering,CE,CE 130L,Hydraulics Lab,Upper,1,62,4.8%,1.6%,5.3%,0.0%,0.0%,2.8%,,0.0%,0.0%,,0.0%,0.0%,4.0%,2.0%,0.0%,0.0%,2.2%,-5.3,2.8,,-4.0,-4.0,,-4.0,-4.0,-2.0,-2.2,30.6%,69.4%,58.1%,,21.0%,17.7%,,1.6%,4.8%,40.3%,80.6%,19.4%,25.8%,
COB,Finance and Insurance and RE,FIN,FIN 101,Business Finance,Upper,3,536,1.9%,1.7%,2.7%,0.7%,2.2%,1.1%,0.0%,0.0%,2.3%,,0.0%,0.0%,3.5%,1.5%,2.1%,2.4%,1.3%,-2.0,-1.1,-3.5,-3.5,-1.1,,-3.5,-3.5,0.6,1.0,47.8%,52.2%,49.3%,3.2%,28.0%,31.9%,,0.7%,5.6%,21.5%,64.2%,35.8%,39.6%,
HHS,Communication Sciences and Disorders,CSAD,CSAD 133,Intro to Aural Rehabilitation,Upper,3,118,,1.7%,1.8%,0.0%,0.0%,4.2%,20.0%,0.0%,2.4%,,0.0%,0.0%,0.0%,0.0%,4.3%,3.1%,1.2%,-1.8,4.2,20.0,0.0,2.4,,0.0,0.0,4.3,1.9,94.1%,5.9%,40.7%,4.2%,16.9%,34.7%,,0.8%,6.8%,33.1%,60.2%,39.8%,27.1%,
